r,s
91.80000000000001,-0.8469040651204464
91.9,-0.8455311585942156
92.0,-0.844153986113171
92.10000000000001,-0.8427725330116514
92.2,-0.8413867845980395
92.30000000000001,-0.8399967261552014
92.4,-0.8386023429409392
92.5,-0.8372036201884494
92.60000000000001,-0.8358005431067934
92.7,-0.8343930968813756
92.80000000000001,-0.8329812666744315
92.9,-0.8315650376255268
93.0,-0.8301443948520639
93.10000000000001,-0.8287193234498003
93.2,-0.8272898084933772
93.30000000000001,-0.8258558350368559
93.4,-0.8244173881142677
93.5,-0.8229744527401717
93.60000000000001,-0.8215270139102238
93.7,-0.8200750566017578
93.80000000000001,-0.8186185657743749
93.9,-0.8171575263705458
94.0,-0.8156919233162234
94.10000000000001,-0.8142217415214656
94.2,-0.8127469658810721
94.30000000000001,-0.8112675812752286
94.4,-0.8097835725701668
94.5,-0.8082949246188323
94.60000000000001,-0.8068016222615667
94.7,-0.8053036503268011
94.80000000000001,-0.8038009936317604
94.9,-0.8022936369831818
95.0,-0.8007815651780434
95.10000000000001,-0.799264763004307
95.2,-0.7977432152416728
95.30000000000001,-0.7962169066623456
95.4,-0.7946858220318167
95.5,-0.7931499461096552
95.60000000000001,-0.7916092636503145
95.7,-0.7900637594039527
95.80000000000001,-0.788513418117263
95.9,-0.7869582245343223
96.0,-0.7853981633974483
96.10000000000001,-0.7838332194480742
96.2,-0.7822633774276359
96.30000000000001,-0.780688622078472
96.4,-0.7791089381447408
96.5,-0.7775243103733478
96.60000000000001,-0.7759347235148901
96.7,-0.7743401623246162
96.80000000000001,-0.7727406115633961
96.9,-0.771136055998712
97.0,-0.7695264804056583
97.10000000000001,-0.7679118695679602
97.2,-0.7662922082790075
97.30000000000001,-0.7646674813429001
97.4,-0.763037673575514
97.5,-0.7614027698055784
97.60000000000001,-0.7597627548757707
97.7,-0.7581176136438277
97.80000000000001,-0.7564673309836704
97.9,-0.7548118917865478
98.0,-0.7531512809621944
98.10000000000001,-0.7514854834400048
98.2,-0.7498144841702261
98.30000000000001,-0.7481382681251642
98.4,-0.7464568203004089
98.5,-0.7447701257160751
98.60000000000001,-0.7430781694180602
98.7,-0.7413809364793199
98.80000000000001,-0.7396784120011597
98.9,-0.7379705811145454
99.0,-0.7362574289814281
99.10000000000001,-0.7345389407960902
99.2,-0.7328151017865066
99.30000000000001,-0.7310858972157237
99.4,-0.7293513123832581
99.5,-0.7276113326265107
99.60000000000001,-0.7258659433221998
99.7,-0.7241151298878143
99.80000000000001,-0.7223588777830813
99.9,-0.7205971725114554
100.0,-0.7188299996216245
100.10000000000001,-0.7170573447090347
100.2,-0.7152791934174348
100.30000000000001,-0.713495531440437
100.4,-0.7117063445230993
100.5,-0.7099116184635249
100.60000000000001,-0.7081113391144803
100.7,-0.7063054923850353
100.80000000000001,-0.7044940642422175
100.9,-0.7026770407126911
101.0,-0.7008544078844502
101.10000000000001,-0.6990261519085347
101.2,-0.6971922590007653
101.30000000000001,-0.6953527154434955
101.4,-0.6935075075873868
101.5,-0.6916566218531999
101.60000000000001,-0.6898000447336078
101.7,-0.687937762795029
101.80000000000001,-0.6860697626794775
101.9,-0.6841960311064365
102.0,-0.6823165548747481
102.10000000000001,-0.6804313208645256
102.2,-0.6785403160390854
102.30000000000001,-0.6766435274468963
102.4,-0.6747409422235525
102.5,-0.6728325475937632
102.60000000000001,-0.6709183308733636
102.7,-0.6689982794713474
102.80000000000001,-0.667072380891915
102.9,-0.6651406227365472
103.0,-0.6632029927060933
103.10000000000001,-0.6612594786028829
103.2,-0.6593100683328579
103.30000000000001,-0.6573547499077195
103.4,-0.6553935114471023
103.5,-0.6534263411807619
103.60000000000001,-0.6514532274507853
103.7,-0.6494741587138215
103.80000000000001,-0.6474891235433293
103.9,-0.6454981106318481
104.0,-0.6435011087932844
104.10000000000001,-0.6414981069652204
104.2,-0.6394890942112426
104.30000000000001,-0.6374740597232861
104.4,-0.6354529928240029
104.5,-0.6334258829691446
104.60000000000001,-0.6313927197499675
104.7,-0.6293534928956559
104.80000000000001,-0.6273081922757624
104.9,-0.6252568079026691
105.0,-0.6231993299340659
105.10000000000001,-0.6211357486754471
105.2,-0.6190660545826281
105.30000000000001,-0.6169902382642766
105.4,-0.6149082904844658
105.5,-0.6128202021652414
105.60000000000001,-0.6107259643892085
105.7,-0.6086255684021362
105.80000000000001,-0.6065190056155764
105.9,-0.6044062676095028
106.0,-0.6022873461349642
106.10000000000001,-0.6001622331167548
106.2,-0.5980309206561023
106.30000000000001,-0.595893401033369
106.4,-0.593749666710771
106.5,-0.5915997103351114
106.60000000000001,-0.5894435247405289
106.7,-0.5872811029512623
106.80000000000001,-0.5851124381844272
106.9,-0.5829375238528094
107.0,-0.5807563535676704
107.10000000000001,-0.5785689211415666
107.2,-0.5763752205911836
107.30000000000001,-0.57417524614018
107.4,-0.5719689922220473
107.5,-0.5697564534829784
107.60000000000001,-0.5675376247847504
107.7,-0.5653125012076187
107.80000000000001,-0.5630810780532184
107.9,-0.5608433508474823
108.0,-0.5585993153435624
108.10000000000001,-0.5563489675247658
108.2,-0.5540923036074983
108.30000000000001,-0.5518293200442141
108.4,-0.5495600135263794
108.5,-0.5472843809874369
108.60000000000001,-0.5450024196057824
108.7,-0.5427141268077473
108.80000000000001,-0.5404195002705839
108.9,-0.5381185379254617
109.0,-0.5358112379604637
109.10000000000001,-0.5334975988235897
109.2,-0.5311776192257647
109.30000000000001,-0.5288512981438461
109.4,-0.5265186348236401
109.5,-0.5241796287829132
109.60000000000001,-0.5218342798144102
109.7,-0.519482587988872
109.80000000000001,-0.5171245536580512
109.9,-0.5147601774577307
110.0,-0.5123894603107377
110.10000000000001,-0.5100124034299582
110.2,-0.5076290083213494
110.30000000000001,-0.5052392767869446
110.4,-0.5028432109278607
110.5,-0.5004408131472942
110.60000000000001,-0.49803208615351585
110.7,-0.4956170329628596
110.80000000000001,-0.4931956569026996
110.9,-0.49076796161442593
111.0,-0.48833395105640554
111.10000000000001,-0.48589362950693765
111.2,-0.4834470015671989
111.30000000000001,-0.48099407216417345
111.4,-0.4785348465535768
111.5,-0.4760693303227612
111.60000000000001,-0.47359752939361105
111.7,-0.4711194500254235
111.80000000000001,-0.4686350988177702
111.9,-0.46614448271334785
112.0,-0.4636476090008061
112.10000000000001,-0.46114448531756086
112.2,-0.4586351196525881
112.30000000000001,-0.45611952034919445
112.4,-0.4535976961077716
112.5,-0.4510696559885235
112.60000000000001,-0.44853540941417386
112.7,-0.44599496617265005
112.80000000000001,-0.4434483364197379
112.9,-0.440895530681716
113.0,-0.43833655985795783
113.10000000000001,-0.43577143522350875
113.2,-0.43320016843163484
113.30000000000001,-0.43062277151633693
113.4,-0.4280392568948396
113.5,-0.42544963737004227
113.60000000000001,-0.4228539261329405
113.7,-0.42025213676501294
113.80000000000001,-0.41764428324056946
113.9,-0.41503037992906777
114.0,-0.4124104415973873
114.10000000000001,-0.409784483412068
114.2,-0.40715252094150917
114.30000000000001,-0.40451457015812375
114.4,-0.40187064744045636
114.5,-0.39922076957525254
114.60000000000001,-0.3965649537594876
114.7,-0.39390321760234975
114.80000000000001,-0.3912355791271739
114.9,-0.38856205677333266
115.0,-0.38588266939807375
115.10000000000001,-0.3831974362783111
115.2,-0.3805063771123648
115.30000000000001,-0.37780951202164614
115.4,-0.37510686155229445
115.5,-0.3723984466767542
115.60000000000001,-0.36968428879530113
115.7,-0.36696440973751115
115.80000000000001,-0.3642388317636688
115.9,-0.36150757756612206
116.0,-0.3587706702705722
116.10000000000001,-0.3560281334373068
116.2,-0.3532799910623704
116.30000000000001,-0.3505262675786688
116.4,-0.34776698785701515
116.5,-0.34500217720710513
116.60000000000001,-0.3422318613784297
116.7,-0.33945606656112115
116.80000000000001,-0.3366748193867269
116.9,-0.3338881469289196
117.0,-0.3310960767041321
117.10000000000001,-0.3282986366721242
117.2,-0.32549585523647795
117.30000000000001,-0.3226877612450153
117.4,-0.3198743839901481
117.5,-0.31705575320914703
117.60000000000001,-0.3142318990843381
117.7,-0.31140285224322295
117.80000000000001,-0.30856864375851695
117.9,-0.305729305148115
118.0,-0.3028848683749714
118.10000000000001,-0.30003536584690377
118.2,-0.2971808304163158
118.30000000000001,-0.2943212953798338
118.4,-0.29145679447786693
118.5,-0.2885873618940774
118.60000000000001,-0.285713032254771
118.7,-0.2828338406282024
118.80000000000001,-0.2799498225237908
118.9,-0.27706101389125565
119.0,-0.2741674511196588
119.10000000000001,-0.27126917103636383
119.2,-0.2683662109059068
119.30000000000001,-0.26545860842877433
119.4,-0.26254640174009886
119.5,-0.2596296294082575
119.60000000000001,-0.2567083304333854
119.7,-0.253782544245798
119.80000000000001,-0.2508523107043181
119.9,-0.24791767009451823
120.0,-0.24497866312686414
120.10000000000001,-0.2420353309347711
120.2,-0.2390877150725671
120.30000000000001,-0.23613585751335978
120.4,-0.23317980064681623
120.5,-0.23021958727684372
120.60000000000001,-0.22725526061918117
120.7,-0.22428686429889724
120.80000000000001,-0.22131444234779096
120.9,-0.21833803920170478
121.0,-0.21535769969773805
121.10000000000001,-0.212373469071371
121.2,-0.2093853929534954
121.30000000000001,-0.20639351736734746
121.4,-0.20339788872535386
121.5,-0.2003985538258785
121.60000000000001,-0.1973955598498805
121.7,-0.19438895435747944
121.80000000000001,-0.19137878528442423
121.9,-0.18836510093847633
122.0,-0.18534794999569476
122.10000000000001,-0.18232738149663427
122.2,-0.1793034448424526
122.30000000000001,-0.17627618979092324
122.4,-0.17324566645236478
122.5,-0.1702119252854744
122.60000000000001,-0.16717501709307736
122.7,-0.16413499301778814
122.80000000000001,-0.16109190453758016
122.9,-0.15804580346127525
123.0,-0.15499674192394097
123.10000000000001,-0.15194477238220694
123.2,-0.14888994760949717
123.30000000000001,-0.14583232069117472
123.4,-0.14277194501961044
123.5,-0.13970887428916365
123.60000000000001,-0.13664316249108682
123.7,-0.13357486390835094
123.80000000000001,-0.1305040331103879
123.9,-0.12743072494776245
124.0,-0.12435499454676144
124.10000000000001,-0.12127689730391251
124.2,-0.11819648888042918
124.30000000000001,-0.11511382519657908
124.4,-0.1120289624259877
124.5,-0.10894195698986579
124.60000000000001,-0.10585286555117272
124.7,-0.1027617450087128
124.80000000000001,-0.09966865249116168
124.9,-0.09657364535103528
125.0,-0.09347678115858947
125.10000000000001,-0.09037811769566305
125.2,-0.08727771294946136
125.30000000000001,-0.08417562510627748
125.4,-0.08107191254516377
125.5,-0.0779666338315423
125.60000000000001,-0.07485984771076659
125.7,-0.07175161310163228
125.80000000000001,-0.06864198908983378
125.9,-0.06553103492137999
126.0,-0.06241880999595735
126.10000000000001,-0.05930537386025321
126.2,-0.05619078620123701
126.30000000000001,-0.053075106839396584
126.4,-0.049958395721942585
126.5,-0.046840712915969654
126.60000000000001,-0.04372211860158735
126.7,-0.040602673065018295
126.80000000000001,-0.03748243669166113
126.9,-0.03436146995913129
127.0,-0.031239833430268277
127.10000000000001,-0.02811758774612264
127.2,-0.02499479361892007
127.30000000000001,-0.021871511825000342
127.4,-0.018747803197744183
127.5,-0.015623728620476831
127.60000000000001,-0.012499349019361412
127.7,-0.009374725356279806
127.80000000000001,-0.006249918621698607
127.9,-0.003124989827533385
128.0,0.0
128.1,0.003124989827533385
128.20000000000002,0.006249918621699495
128.3,0.00937472535628025
128.4,0.012499349019361856
128.5,0.015623728620476831
128.6,0.018747803197744183
128.70000000000002,0.02187151182500123
128.8,0.024994793618920513
128.9,0.028117587746123083
129.0,0.031239833430268277
129.1,0.03436146995913129
129.20000000000002,0.03748243669166202
129.3,0.04060267306501874
129.4,0.04372211860158779
129.5,0.046840712915969654
129.6,0.049958395721942585
129.70000000000002,0.05307510683939747
129.8,0.05619078620123746
129.9,0.05930537386025365
130.0,0.06241880999595735
130.1,0.06553103492137999
130.20000000000002,0.06864198908983465
130.3,0.07175161310163271
130.4,0.07485984771076704
130.5,0.0779666338315423
130.6,0.08107191254516377
130.70000000000002,0.08417562510627835
130.8,0.08727771294946181
130.9,0.09037811769566349
131.0,0.09347678115858947
131.1,0.09657364535103528
131.20000000000002,0.09966865249116255
131.3,0.10276174500871324
131.4,0.10585286555117317
131.5,0.10894195698986579
131.6,0.1120289624259877
131.70000000000002,0.11511382519657995
131.8,0.1181964888804296
131.9,0.12127689730391294
132.0,0.12435499454676144
132.1,0.12743072494776245
132.20000000000002,0.13050403311038877
132.3,0.13357486390835138
132.4,0.13664316249108727
132.5,0.13970887428916365
132.6,0.14277194501961044
132.70000000000002,0.1458323206911756
132.8,0.14888994760949759
132.9,0.15194477238220738
133.0,0.15499674192394097
133.1,0.15804580346127525
133.20000000000002,0.16109190453758102
133.3,0.16413499301778858
133.4,0.1671750170930778
133.5,0.1702119252854744
133.6,0.17324566645236478
133.70000000000002,0.1762761897909241
133.8,0.17930344484245303
133.9,0.1823273814966347
134.0,0.18534794999569476
134.1,0.18836510093847633
134.20000000000002,0.1913787852844251
134.3,0.19438895435747985
134.4,0.19739555984988094
134.5,0.2003985538258785
134.6,0.20339788872535386
134.70000000000002,0.2063935173673483
134.8,0.20938539295349584
134.9,0.21237346907137145
135.0,0.21535769969773805
135.1,0.21833803920170478
135.20000000000002,0.2213144423477918
135.3,0.22428686429889766
135.4,0.22725526061918158
135.5,0.23021958727684372
135.6,0.23317980064681623
135.70000000000002,0.2361358575133606
135.8,0.2390877150725675
135.9,0.2420353309347715
136.0,0.24497866312686414
136.1,0.24791767009451823
136.20000000000002,0.25085231070431896
136.3,0.25378254424579844
136.4,0.25670833043338587
136.5,0.2596296294082575
136.6,0.26254640174009886
136.70000000000002,0.26545860842877517
136.8,0.2683662109059072
136.9,0.2712691710363642
137.0,0.2741674511196588
137.1,0.27706101389125565
137.20000000000002,0.27994982252379164
137.3,0.28283384062820277
137.4,0.2857130322547714
137.5,0.2885873618940774
137.6,0.29145679447786693
137.70000000000002,0.29432129537983465
137.8,0.2971808304163162
137.9,0.30003536584690416
138.0,0.3028848683749714
138.1,0.305729305148115
138.20000000000002,0.3085686437585178
138.3,0.31140285224322334
138.4,0.31423189908433846
138.5,0.31705575320914703
138.6,0.3198743839901481
138.70000000000002,0.3226877612450161
138.8,0.32549585523647834
138.9,0.3282986366721246
139.0,0.3310960767041321
139.1,0.3338881469289196
139.20000000000002,0.33667481938672766
139.3,0.3394560665611216
139.4,0.3422318613784301
139.5,0.34500217720710513
139.6,0.34776698785701515
139.70000000000002,0.35052626757866956
139.8,0.3532799910623708
139.9,0.3560281334373072
140.0,0.3587706702705722
140.1,0.36150757756612206
140.20000000000002,0.36423883176366956
140.3,0.36696440973751154
140.4,0.3696842887953015
140.5,0.3723984466767542
140.6,0.37510686155229445
140.70000000000002,0.3778095120216469
140.8,0.3805063771123652
140.9,0.3831974362783115
141.0,0.38588266939807375
141.1,0.38856205677333266
141.20000000000002,0.3912355791271746
141.3,0.3939032176023501
141.4,0.39656495375948797
141.5,0.39922076957525254
141.6,0.40187064744045636
141.70000000000002,0.4045145701581245
141.8,0.40715252094150955
141.9,0.4097844834120684
142.0,0.4124104415973873
142.1,0.41503037992906777
142.20000000000002,0.4176442832405702
142.3,0.42025213676501333
142.4,0.42285392613294087
142.5,0.42544963737004227
142.6,0.4280392568948396
142.70000000000002,0.43062277151633765
142.8,0.4332001684316352
142.9,0.43577143522350914
143.0,0.43833655985795783
143.1,0.440895530681716
143.20000000000002,0.44344833641973863
143.3,0.44599496617265044
143.4,0.44853540941417425
143.5,0.4510696559885235
143.6,0.4535976961077716
143.70000000000002,0.4561195203491952
143.8,0.45863511965258846
143.9,0.4611444853175612
144.0,0.4636476090008061
144.1,0.46614448271334785
144.20000000000002,0.46863509881777093
144.3,0.4711194500254239
144.4,0.47359752939361144
144.5,0.4760693303227612
144.6,0.4785348465535768
144.70000000000002,0.48099407216417417
144.8,0.4834470015671993
144.9,0.48589362950693804
145.0,0.48833395105640554
145.1,0.49076796161442593
145.20000000000002,0.4931956569027003
145.3,0.4956170329628599
145.4,0.4980320861535162
145.5,0.5004408131472942
145.6,0.5028432109278607
145.70000000000002,0.5052392767869454
145.8,0.5076290083213497
145.9,0.5100124034299586
146.0,0.5123894603107377
146.1,0.5147601774577307
146.20000000000002,0.5171245536580519
146.3,0.5194825879888724
146.4,0.5218342798144106
146.5,0.5241796287829132
146.6,0.5265186348236401
146.70000000000002,0.5288512981438468
146.8,0.5311776192257649
146.9,0.53349759882359
147.0,0.5358112379604637
147.1,0.5381185379254617
147.20000000000002,0.5404195002705845
147.3,0.5427141268077477
147.4,0.5450024196057828
147.5,0.5472843809874369
147.6,0.5495600135263794
147.70000000000002,0.5518293200442148
147.8,0.5540923036074985
147.9,0.5563489675247661
148.0,0.5585993153435624
148.1,0.5608433508474823
148.20000000000002,0.563081078053219
148.3,0.565312501207619
148.4,0.5675376247847508
148.5,0.5697564534829784
148.6,0.5719689922220473
148.70000000000002,0.5741752461401806
148.8,0.576375220591184
148.9,0.5785689211415669
149.0,0.5807563535676704
149.1,0.5829375238528094
149.20000000000002,0.5851124381844277
149.3,0.5872811029512627
149.4,0.5894435247405292
149.5,0.5915997103351114
149.6,0.593749666710771
149.70000000000002,0.5958934010333695
149.8,0.5980309206561026
149.9,0.6001622331167551
150.0,0.6022873461349642
150.1,0.6044062676095028
150.20000000000002,0.6065190056155769
150.3,0.6086255684021366
150.4,0.6107259643892087
150.5,0.6128202021652414
150.6,0.6149082904844658
150.70000000000002,0.6169902382642771
150.8,0.6190660545826284
150.9,0.6211357486754474
151.0,0.6231993299340659
151.1,0.6252568079026691
151.20000000000002,0.6273081922757628
151.3,0.6293534928956562
151.4,0.6313927197499678
151.5,0.6334258829691446
151.6,0.6354529928240029
151.70000000000002,0.6374740597232866
151.8,0.6394890942112429
151.9,0.6414981069652207
152.0,0.6435011087932844
152.1,0.6454981106318481
152.20000000000002,0.6474891235433299
152.3,0.6494741587138217
152.4,0.6514532274507856
152.5,0.6534263411807619
152.6,0.6553935114471023
152.70000000000002,0.65735474990772
152.8,0.6593100683328581
152.9,0.6612594786028833
153.0,0.6632029927060933
153.1,0.6651406227365472
153.20000000000002,0.6670723808919156
153.3,0.6689982794713476
153.4,0.6709183308733639
153.5,0.6728325475937632
153.60000000000002,0.6747409422235531
153.70000000000002,0.6766435274468968
153.8,0.6785403160390857
153.9,0.6804313208645258
154.0,0.6823165548747481
154.10000000000002,0.684196031106437
154.20000000000002,0.6860697626794781
154.3,0.6879377627950293
154.4,0.689800044733608
154.5,0.6916566218531999
154.60000000000002,0.6935075075873873
154.70000000000002,0.695352715443496
154.8,0.6971922590007655
154.9,0.6990261519085349
155.0,0.7008544078844502
155.10000000000002,0.7026770407126917
155.20000000000002,0.704494064242218
155.3,0.7063054923850355
155.4,0.7081113391144805
155.5,0.7099116184635249
155.60000000000002,0.7117063445230999
155.70000000000002,0.7134955314404374
155.8,0.7152791934174351
155.9,0.7170573447090349
156.0,0.7188299996216245
156.10000000000002,0.7205971725114559
156.20000000000002,0.7223588777830817
156.3,0.7241151298878147
156.4,0.7258659433222001
156.5,0.7276113326265107
156.60000000000002,0.7293513123832587
156.70000000000002,0.7310858972157241
156.8,0.7328151017865068
156.9,0.7345389407960904
157.0,0.7362574289814281
157.10000000000002,0.7379705811145458
157.20000000000002,0.7396784120011602
157.3,0.7413809364793201
157.4,0.7430781694180604
157.5,0.7447701257160751
157.60000000000002,0.7464568203004094
157.70000000000002,0.7481382681251646
157.8,0.7498144841702263
157.9,0.751485483440005
158.0,0.7531512809621944
158.10000000000002,0.7548118917865483
158.20000000000002,0.7564673309836708
158.3,0.7581176136438279
158.4,0.7597627548757709
158.5,0.7614027698055784
158.60000000000002,0.7630376735755144
158.70000000000002,0.7646674813429005
158.8,0.7662922082790077
158.9,0.7679118695679604
159.0,0.7695264804056583
159.10000000000002,0.7711360559987125
159.20000000000002,0.7727406115633966
159.3,0.7743401623246164
159.4,0.7759347235148903
159.5,0.7775243103733478
159.60000000000002,0.7791089381447412
159.70000000000002,0.7806886220784724
159.8,0.7822633774276361
159.9,0.7838332194480744
160.0,0.7853981633974483
160.10000000000002,0.7869582245343227
160.20000000000002,0.7885134181172635
160.3,0.7900637594039529
160.4,0.7916092636503147
160.5,0.7931499461096552
160.60000000000002,0.7946858220318171
160.70000000000002,0.796216906662346
160.8,0.797743215241673
160.9,0.7992647630043073
161.0,0.8007815651780434
161.10000000000002,0.8022936369831822
161.20000000000002,0.8038009936317608
161.3,0.8053036503268013
161.4,0.8068016222615668
161.5,0.8082949246188323
161.60000000000002,0.8097835725701672
161.70000000000002,0.811267581275229
161.8,0.8127469658810723
161.9,0.8142217415214659
162.0,0.8156919233162234
162.10000000000002,0.8171575263705463
162.20000000000002,0.8186185657743753
162.3,0.8200750566017581
162.4,0.821527013910224
162.5,0.8229744527401717
162.60000000000002,0.8244173881142681
162.70000000000002,0.8258558350368562
162.8,0.8272898084933774
162.9,0.8287193234498005
163.0,0.8301443948520639
163.10000000000002,0.8315650376255272
163.20000000000002,0.832981266674432
163.3,0.8343930968813759
163.4,0.8358005431067936
163.5,0.8372036201884494
163.60000000000002,0.8386023429409395
163.70000000000002,0.8399967261552017
163.8,0.8413867845980397
163.9,0.8427725330116517
164.0,0.844153986113171
164.10000000000002,0.845531158594216
164.20000000000002,0.8469040651204467
164.3,0.8482727203311348
164.4,0.8496371388387383
164.5,0.8509973352284871
164.60000000000002,0.8523533240579775
164.70000000000002,0.8537051198567728
164.8,0.8550527371260167
164.9,0.8563961903380509
165.0,0.8577354939360433
165.10000000000002,0.8590706623336236
165.20000000000002,0.8604017099145262
165.3,0.8617286510322434
165.4,0.8630515000096839
165.5,0.8643702711388405
165.60000000000002,0.8656849786804651
165.70000000000002,0.8669956368637497
165.8,0.8683022598860188
165.9,0.8696048619124248
166.0,0.870903457075653
166.10000000000002,0.8721980594756336
166.20000000000002,0.873488683179259
166.3,0.8747753422201112
166.4,0.8760580505981935
166.5,0.8773368222796695
166.60000000000002,0.8786116711966097
166.70000000000002,0.8798826112467423
166.8,0.8811496562932151
166.9,0.8824128201643582
167.0,0.8836721166534575
167.10000000000002,0.8849275595185319
167.20000000000002,0.8861791624821163
167.3,0.8874269392310543
167.4,0.8886709034162922
167.5,0.8899110686526817
167.60000000000002,0.8911474485187879
167.70000000000002,0.8923800565567018
167.8,0.8936089062718606
167.9,0.8948340111328721
168.0,0.8960553845713439
168.10000000000002,0.8972730399817208
168.20000000000002,0.8984869907211226
168.3,0.8996972501091938
168.4,0.900903831427952
168.5,0.9021067479216459
168.60000000000002,0.9033060127966157
168.70000000000002,0.9045016392211588
168.8,0.9056936403254026
168.9,0.9068820292011789
169.0,0.908066818901905
169.10000000000002,0.9092480224424693
169.20000000000002,0.9104256527991192
169.3,0.9115997229093583
169.4,0.9127702456718425
169.5,0.9139372339462845
169.60000000000002,0.9151007005533607
169.70000000000002,0.9162606582746219
169.8,0.9174171198524106
169.9,0.9185700979897797
170.0,0.9197196053504169
170.10000000000002,0.9208656545585716
170.20000000000002,0.9220082581989871
170.3,0.9231474288168365
170.4,0.9242831789176614
170.5,0.925415520967315
170.60000000000002,0.9265444673919094
170.70000000000002,0.9276700305777638
170.8,0.9287922228713609
170.9,0.9299110565793026
171.0,0.931026543968271
171.10000000000002,0.9321386972649924
171.20000000000002,0.9332475286562041
171.3,0.9343530502886259
171.4,0.9354552742689336
171.5,0.9365542126637353
171.60000000000002,0.9376498774995523
171.70000000000002,0.9387422807628006
171.8,0.9398314343997789
171.9,0.9409173503166561
172.0,0.9420000403794637
172.10000000000002,0.9430795164140904
172.20000000000002,0.9441557902062787
172.3,0.9452288735016265
172.4,0.9462987780055888
172.5,0.9473655153834838
172.60000000000002,0.9484290972605005
172.70000000000002,0.9494895352217092
172.8,0.9505468408120753
172.9,0.9516010255364742
173.0,0.9526521008597094
173.10000000000002,0.9537000782065334
173.20000000000002,0.9547449689616686
173.3,0.9557867844698343
173.4,0.9568255360357727
173.5,0.9578612349242784
173.60000000000002,0.9588938923602301
173.70000000000002,0.9599235195286232
173.8,0.960950127574607
173.9,0.9619737276035212
174.0,0.9629943306809362
174.10000000000002,0.9640119478326946
174.20000000000002,0.965026590044954
174.3,0.9660382682642334
174.4,0.9670469933974603
174.5,0.9680527763120191
174.60000000000002,0.9690556278358031
174.70000000000002,0.9700555587572649
174.8,0.9710525798254732
174.9,0.9720467017501672
175.0,0.9730379352018146
175.10000000000002,0.9740262908116706
175.20000000000002,0.9750117791718379
175.3,0.9759944108353306
175.4,0.9769741963161365
175.5,0.9779511460892826
175.60000000000002,0.9789252705909023
175.70000000000002,0.9798965802183022
175.8,0.9808650853300326
175.9,0.981830796245958
176.0,0.982793723247329
176.10000000000002,0.9837538765768558
176.20000000000002,0.9847112664387816
176.3,0.9856659029989605
176.4,0.9866177963849332
176.5,0.9875669566860051
176.60000000000002,0.9885133939533267
176.70000000000002,0.9894571181999721
176.8,0.9903981394010225
176.9,0.9913364674936481
177.0,0.9922721123771914
177.10000000000002,0.9932050839132524
177.20000000000002,0.9941353919257734
177.3,0.9950630462011266
177.4,0.9959880564882017
177.5,0.996910432498493
177.60000000000002,0.9978301839061907
177.70000000000002,0.9987473203482691
177.8,0.9996618514245795
177.9,1.0005737866979414
178.0,1.0014831356942346
178.10000000000002,1.0023899079024947
178.20000000000002,1.003294112775004
178.3,1.0041957597273898
178.4,1.005094858138719
178.5,1.005991417351594
178.60000000000002,1.0068854466722506
178.70000000000002,1.0077769553706548
178.8,1.0086659526806026
178.9,1.0095524477998181
179.0,1.0104364498900535
179.10000000000002,1.011317968077189
179.20000000000002,1.0121970114513343
179.3,1.0130735890669291
179.4,1.0139477099428458
179.5,1.0148193830624914
179.60000000000002,1.0156886173739115
179.70000000000002,1.016555421789891
179.8,1.0174198051880612
179.9,1.0182817764110028
180.0,1.0191413442663497
180.10000000000002,1.0199985175268962
180.20000000000002,1.0208533049306998
180.3,1.0217057151811901
180.4,1.0225557569472739
180.5,1.023403438863441
180.60000000000002,1.024248769529873
180.70000000000002,1.0250917575125484
180.8,1.025932411343353
180.9,1.026770739520186
181.0,1.0276067505070687
181.10000000000002,1.0284404527342537
181.20000000000002,1.0292718545983321
181.3,1.0301009644623447
181.4,1.0309277906558898
181.5,1.0317523414752334
181.60000000000002,1.0325746251834185
181.70000000000002,1.0333946500103752
181.8,1.0342124241530313
181.9,1.0350279557754218
182.0,1.0358412530088001
182.10000000000002,1.0366523239517487
182.20000000000002,1.0374611766702884
182.3,1.0382678191979913
182.4,1.039072259536091
182.5,1.0398745056535936
182.60000000000002,1.0406745654873892
182.70000000000002,1.0414724469423622
182.8,1.0422681578915047
182.9,1.0430617061760266
183.0,1.043853099605467
183.10000000000002,1.0446423459578071
183.20000000000002,1.0454294529795805
183.3,1.0462144283859856
183.4,1.046997279860997
183.5,1.0477780150574778
183.60000000000002,1.048556641597291
183.70000000000002,1.0493331670714103
183.8,1.0501075990400344
183.9,1.0508799450326956
184.0,1.0516502125483738
184.10000000000002,1.0524184090556075
184.20000000000002,1.053184541992605
184.3,1.0539486187673563
184.4,1.0547106467577454
184.5,1.0554706333116606
184.60000000000002,1.0562285857471065
184.70000000000002,1.056984511352315
184.8,1.0577384173858577
184.9,1.0584903110767556
185.0,1.059240199624591
185.10000000000002,1.0599880901996188
185.20000000000002,1.0607339899428758
185.3,1.061477905966294
185.4,1.0622198453528093
185.5,1.0629598151564723
185.60000000000002,1.0636978224025597
185.70000000000002,1.0644338740876838
185.8,1.065167977179902
185.9,1.0659001386188287
186.0,1.0666303653157436
186.10000000000002,1.0673586641537016
186.20000000000002,1.0680850419876426
186.3,1.0688095056445008
186.4,1.0695320619233142
186.5,1.070252717595333
186.60000000000002,1.070971479404129
186.70000000000002,1.0716883540657036
186.8,1.072403348268597
186.9,1.0731164686739965
187.0,1.0738277219158432
